repo_name,description,owner,owner_location,topic,url,num_stars,num_forks
elaugment,A lightweight data-augmentation library for machine learning,Tim Joseph,Karlsruhe,"['augmentation', 'data-augmentation', 'machine-learning', 'reproducibility', 'random', 'deterministic', 'flip', 'crop', 'resize', 'elastic', 'affine', 'rotate', 'color', 'contrast', 'python', 'image-augmentation', 'image-segmentation', 'deep-learning']",https://github.com/mctigger/elaugment.git,4,0
ML-Tutorial,Introduction to Machine Learning using scikit-learn and PyTorch,Visual Learning Lab Heidelberg,Heidelberg,[],https://github.com/VLL-HD/ML-Tutorial.git,8,0
soil-texture-processing,Tools to generate training and classification data for machine learning purposes from multispectral Sentinel-2 satellite images.,Oliver Sefrin,Karlsruhe,"['sentinel-2', 'gdal', 'dataset-split', 'geopandas', 'rasterio', 'classification', 'machine-learning', 'multispectral']",https://github.com/oliversefrin/soil-texture-processing.git,5,1
am-segmentation,Imaging mass spectrometry ablation mark segmentation with convolutional neural networks.,Vitaly Kovalev,Heidelberg,"['deep-learning', 'unet', 'convolutional-neural-networks', 'pytorch']",https://github.com/intsco/am-segmentation.git,3,0
clusternet_segmentation,Unsupervised Segmentation by applying K-Means clustering to the features generated by Neural Network,Andrii Zhygallo,Munich,[],https://github.com/zhygallo/clusternet_segmentation.git,2,2
PySORN_0.1,Use cases and API for Self -Organizing Recurrent Neural Networks,Saranraj Nambusubramaniyan,Heidelberg,"['neuroscience', 'neurocomputing', 'spiking-cortical-model', 'artificial-general-intelligence', 'neural-coding', 'neuro-inspired', 'neuroplasticity']",https://github.com/Saran-nns/PySORN_0.1.git,2,0
sEMG-Rock-Paper-Scissors,sEMG Classification into Hand Gestures using a Convolutional Neural Network.,Lukas Goll,Munich,[],https://github.com/redwerefox/sEMG-Rock-Paper-Scissors.git,2,0
candidate_training,"Reproducible version of the experiments in ""Leveraging inductive bias of neural networks for learning without explicit human annotations""",Machine Learning and Information Processing Laboratory,TU Munich / Rice University,[],https://github.com/MLI-lab/candidate_training.git,2,0
MCTML_Light,"Code for Master thesis ""AutoML with Monte Carlo Tree Search and Neural Network""",Shaohang,Karlsruhe,['automl'],https://github.com/ClaytonStudent/MCTML_Light.git,2,1
railway_detection,"Segmentation Neural Network for railway detection. The task is to program a track detection method for railway, i.e. an automatic detection of the ego-track of a locomotive with an on-board camera and marking it with a red line (e.g. on the center or on both rails).",Nana Baah,Hamburg,"['python', 'keras', 'tensorflow', 'cnn', 'segmentation', 'neural-networks', 'deep-learning', 'machine-learning', 'opencv']",https://github.com/nanaBaah/railway_detection.git,2,1
autonomous_car_simulation,Pytorch model (CNN) to drive a simulated car autonomously in the Udacity Self-Driving Car Simulation. ,Patrick Gebert,Karlsruhe,"['machine-learning', 'pytorch', 'python', 'cnn', 'regression', 'self-driving-car', 'udacity-self-driving-car']",https://github.com/pgebert/autonomous_car_simulation.git,5,3
donkey_car_button_SHIM,Use the PIMORONI button SHIM to start the Donkey Car training mode or self-driving mode as you like.,Ingmar Stapel,Munich,[],https://github.com/custom-build-robots/donkey_car_button_SHIM.git,3,3
CarND-E2E_Autonomous_Navigation,"Programming a real self driving car: Detecting and stopping at traffic lights, respecting speed limits, jerk and acceleration limits. ",azzouz marouen,Stuttgart,"['autonomous-driving', 'ros', 'traffic-sign-classification', 'self-driving-car', 'computer-vision']",https://github.com/mmarouen/CarND-E2E_Autonomous_Navigation.git,2,0
Simulated_SelfDriving_Car,Self-driving car using the Udacity driving simulator,Karsten Roth,Heidelberg,"['autonomous-vehicles', 'autonomous-driving', 'udacity-self-driving-car', 'pytorch', 'udacity', 'simulator', 'convolutional-neural-networks']",https://github.com/Confusezius/Simulated_SelfDriving_Car.git,1,1
Opencv-project,Road lane line detection using Opencv for self driving cars!,Mahesh Basavanahalli Sanjeevamurthy,Bremen,[],https://github.com/Mahesh-gowda/Opencv-project.git,1,0
CarND-LaneLines-P1-master,First project on lane markings detection and lane finding from the Udacity's Self-Driving Car Engineer Nanodegree,Artem,Ingolstadt,[],https://github.com/artemkaliuk/CarND-LaneLines-P1-master.git,1,0
dpg2019-ml-tutorial,"A 3-hour Tutorial on Machine Learning, to be given at the DPG Spring Meeting 2019 in Aachen",Astroparticle Physics TU Dortmund,Dortmund,[],https://github.com/tudo-astroparticlephysics/dpg2019-ml-tutorial.git,3,0
Kaggle-Seattle-Airbnb-Analysis-IS4861-Assignment,Final project of my Course Machine Learning for Business IS4681 as exchange student at the City University of Hongkong.,Tim Löhr,Erlangen,"['course', 'kaggle-dataset', 'seattle', 'city-university-of-hongkong', 'data-analysis', 'business']",https://github.com/Mavengence/Kaggle-Seattle-Airbnb-Analysis-IS4861-Assignment.git,3,1
1910-geekettes-DataScienceWorkshop,"In this hands-on tutorial, we will go through the characteristic steps of a typical machine learning project.",Lydia Nemec,Munich,[],https://github.com/lnemec/1910-geekettes-DataScienceWorkshop.git,3,0
hodor_face_recognition,A simple face recognition using OpenCV and Python,Riswan,Munich,[],https://github.com/rayoriz/hodor_face_recognition.git,1,0
FacyReact,A face recognition game for mobile computing (KIT),David Laubenstein,Karlsruhe,[],https://github.com/rocklyve/FacyReact.git,1,1
EdgeNet,A simple Convolutional Neural Network to find edges of images using Canny edge detector result as ground truth,Mohammad Doosti Lakhani,Saarland - Deutschland,"['cnn', 'pytorch', 'places365', 'canny-edge-detection', 'image-processing', 'canny-edges-detection', 'canny', 'cannyedge']",https://github.com/Nikronic/EdgeNet.git,8,0
photils-android,"Android application that tries to predict keywords based on the selected image. The application passes a selected image through a neural network, classifies it, and extracts the suggested tags. Everything happens offline without the need that your data are sent over the internet.",Tobias Scheck,Chemnitz,"['android', 'android-application', 'machine-learning', 'tensorflow-lite', 'tensorflow', 'hashtagaggregator', 'hashtag', 'instagram-hashtag', 'keyword', 'imageprocessing']",https://github.com/scheckmedia/photils-android.git,5,0
Deep-Metric-Learning-Baselines,PyTorch Implementation for Deep Metric Learning Pipelines,Karsten Roth,Heidelberg,"['pytorch', 'deep-metric-learning', 'deep-learning', 'metric-learning', 'neural-networks', 'computer-vision', 'pku-vehicle', 'distance-sampling', 'shop-clothes', 'cars196', 'cub200']",https://github.com/Confusezius/Deep-Metric-Learning-Baselines.git,409,77
RNN-for-Time-Series,Recurrent neural network (RNN) methods for time series forecasting ,Timo Meiendresch,Cologne [GER],[],https://github.com/tm1611/RNN-for-Time-Series.git,4,3
in2364-adl4cv,Video Object Segmentation using Graph Neural Networks,Christoph Clement,Munich,"['video-object-segmentation', 'graph-neural-networks', 'pytorch-geometric', 'davis-challenge', 'osvos-pytorch']",https://github.com/chris-clem/in2364-adl4cv.git,4,1
ConvNetTikzPlot,Tool to plot the scematics of an convolutional/dense architecture of a neural network in Tikz,Sascha,Bielefeld,"['convolutional-neural-networks', 'tikz-figures', 'latex', 'deep-learning', 'visualization', 'documentation']",https://github.com/tutlum/ConvNetTikzPlot.git,4,1
sorn,PyPi Package of Self Organizing Recurrent Neural Networks (SORN),Saranraj Nambusubramaniyan,Heidelberg,"['neuroinformatics', 'neuro-computing', 'artificial-intelligence', 'cortical-network', 'cortical-learning', 'reinforcement-learning', 'autonomous-agents', 'brain-inspired-computing', 'self-organizing-network', 'memory-network', 'sorn', 'complex-networks', 'neuroplasticity', 'hebbian-learning', 'bolzmann-machines', 'reservoir-computing', 'hopfield-network', 'self-organizing-criticality', 'point-neurons']",https://github.com/Saran-nns/sorn.git,4,0
Wavelet-network-compression,A PyTorch implementation for Neural Network compression with learnable wavelets.  The corresponding paper titled 'Neural Network compression via learnable wavelet transforms' appeared at ICANN 2020.,Moritz Wolter,Bonn,[],https://github.com/v0lta/Wavelet-network-compression.git,4,1
reinforcement-learning-and-quantum-simulations,Reinforcement learning applied to digital quantum simulations,Adrien Bolens,Dresden,[],https://github.com/adrienbolens/reinforcement-learning-and-quantum-simulations.git,10,2
maml-rl-tf2,Implementation of Model-Agnostic Meta-Learning (MAML) applied on Reinforcement Learning problems in TensorFlow 2.,Moritz Schneider,Aachen,"['maml-rl', 'reinforcement-learning', 'paper', 'meta-learning', 'maml', 'meta-reinforcement', 'meta-rl', 'tensorflow2']",https://github.com/MoritzTaylor/maml-rl-tf2.git,10,1
machine-learning-overview,A collection of modern machine learning development,Andrew Huang,Dresden,[],https://github.com/epadam/machine-learning-overview.git,2,0
NumPy-backprop,Numpy implementations of feedforward and recurrent machine learning network structures.,Moritz Wolter,Bonn,"['numpy', 'backpropagation']",https://github.com/v0lta/NumPy-backprop.git,2,0
stau_learning,Deep learning for stau,Leonid Didukh,Hamburg,[],https://github.com/bdtmnk/stau_learning.git,1,0
alfons_robot_bringup,main bringup package for alfons robot,Markus Lamprecht,Darmstadt,[],https://github.com/CesMak/alfons_robot_bringup.git,1,0
NaoV6,A collection of good-to-know knowledge for the NaoV6 Robot in the Robocup context.,HULKs,Hamburg University of Technology,[],https://github.com/HULKs/NaoV6.git,1,0
SciML,Machine learning for Engineering applications,Truong-Vinh Hoang,Aachen,[],https://github.com/vinh-tr-hoang/SciML.git,2,0
Machine-Learning-Exercise,Just as a document for my homework exercise in machine learning. Maybe there are some mistakes.,yulian sun,Technishce Universität Darmstadt,[],https://github.com/smallsmallstrong/Machine-Learning-Exercise.git,2,0
Machine-Learning---Option-Pricing-Calibration-Hedging--,"Material for the workshop Machine Learning for Option Pricing, Calibration and Hedging",Joerg Kienitz,Bonn,[],https://github.com/Lapsilago/Machine-Learning---Option-Pricing-Calibration-Hedging--.git,2,1
graph_confrec,Conference recommender system based on graph neural networks,Andreea Iana,Mannheim,[],https://github.com/andreeaiana/graph_confrec.git,1,0
Pattern-Recognition,This project made with MATLAB. It's about machine learning. Artificial Neural Network in the form of Multilayer Perceptron.,Hüseyin Hürkan KARAMAN,"Bonn, Deutschland","['matlab', 'machine-learning-algorithms', 'pattern-recognition', 'backpropagation-learning-algorithm', 'backpropagation', 'artifical-neural-network', 'multilayer-perceptron-network', 'multilayer-perceptron']",https://github.com/maxmanus96/Pattern-Recognition.git,1,0
Tumor-Identification-Python,Deep Neural Network,Koushik Chowdhury,"Kirkel, Saarland",[],https://github.com/chykoushik/Tumor-Identification-Python.git,1,0
Framework_SNN,Software Framework for SC-oriented Deep Convolution Neural Networks,M.Sc Junseok Oh,"Stuttgart, Deutschland",[],https://github.com/yjod22/Framework_SNN.git,1,0
nn-project,My project for the Neural Network course at the University of Tartu ,Robin Weitzel,Augsburg,[],https://github.com/RobinWeitzel/nn-project.git,1,0
SVM,This is a SVM(Support Vector Machine) for Machine Learning.,Hüseyin Hürkan KARAMAN,"Bonn, Deutschland","['machine-learning-algorithms', 'machinelearning', 'python', 'svm-training', 'svm']",https://github.com/maxmanus96/SVM.git,1,0
keras-machine-learning-framework-java-sources,These are the sources of the Framework https://github.com/bjoern-hempel/keras-machine-learning-framework.,Björn Hempel,Dresden,[],https://github.com/bjoern-hempel/keras-machine-learning-framework-java-sources.git,1,1
UNTIL-ClimateReboot-hackathon-,Machine learning R codes and IOT simulation codes,Akshay Dattatray Devkate,Essen,"['r', 'jupyter-notebook', 'simulation', 'iot', 'cpp']",https://github.com/AkshayDevkate/UNTIL-ClimateReboot-hackathon-.git,1,0
AdultsDataSetUCI,Machine Learning Techniques  to known dataset so as to predict the unknown income,,Potsdam,[],https://github.com/sefeoglu/AdultsDataSetUCI.git,1,0
Pattern-Recognition,This project made with MATLAB. It's about machine learning. Artificial Neural Network in the form of Multilayer Perceptron.,Hüseyin Hürkan KARAMAN,"Bonn, Deutschland","['matlab', 'machine-learning-algorithms', 'pattern-recognition', 'backpropagation-learning-algorithm', 'backpropagation', 'artifical-neural-network', 'multilayer-perceptron-network', 'multilayer-perceptron']",https://github.com/maxmanus96/Pattern-Recognition.git,1,0
WHOCares,"A machine learning project in R to understand the impact of various predictors like human population, CO2 emissions, Human population, and GDP on global temperatures",Ravi Gunti,Magdeburg,"['r', 'machine-learning', 'linear-regression', 'time-series']",https://github.com/rtgunti/WHOCares.git,1,0
neuro-evolutional-snake-legacy,A neural network learns to play Snake,Hadi Saleh,Mannheim,[],https://github.com/HadiSalehWeb/neuro-evolutional-snake-legacy.git,1,0
Simulated-image-data,"This is code for student project to Detection of logistic objects: ""Training of deep neural networks with simulated image data """,Karri Aravind,Kassel,[],https://github.com/playhard21/Simulated-image-data.git,1,0
genre_game,"Letting a neural network classify genres by song titles is not too hard, but how good are humans at that? This app aims to find out!",Tobias,Bremen,[],https://github.com/MarauderPixie/genre_game.git,1,0
F1-Bot-Grand-Prix,A neural network that is trained to successfully drive a lap on any track in the Nintendo 64 game F1 World Grand Prix. So far it doesn't do it :D,Janu,TU Dresden,[],https://github.com/ezBeanie/F1-Bot-Grand-Prix.git,1,0
Cpp-Evolution,"Evolution Simulator made with C++, Sfml and Eigen. I made this project for learning structured workflows in C++, how to compile bigger projects with library imports (SFML) and how to structure code intern stuff like classes, configuration variables and shared variables between multiple classes and threads. I also included neural networks.",,Oldenburg,[],https://github.com/D-Niermann/Cpp-Evolution.git,1,0
CIFAR-10-CS4487-Assignment,Final project of my Course Machine Learning CS4487 as exchange student at the City University of Hongkong.,Tim Löhr,Erlangen,"['cifar10', 'cityuniversityofhongkong', 'python', 'deeplearning', 'machine-learning', 'vgg16']",https://github.com/Mavengence/CIFAR-10-CS4487-Assignment.git,1,0
Predicting_bike_rental_demand,"My first ai project as part of my take on the amazing online course ""Introduction to Machine Learning for Coders"" taught by Jeremy Howard. I will be contributing to the Kaggle competition ""Bike Sharing Demand"", aiming to predict bike rental demand depending on the weather.",Henrike Schwenn,Hamburg,"['anaconda3', 'fastai', 'bike', 'rental', 'prediction-model', 'random-forest', 'kaggle-competition', 'python3', 'jupyter-notebook', 'ubuntu', 'first-project', 'ai', 'introduction-to-machine-learning']",https://github.com/henrike-94/Predicting_bike_rental_demand.git,1,0
QuadrupedControl,Arduino Library for controlling a mePed robot V2 with 8 servos using an IR remote.,Armin,Cologne,[],https://github.com/ArminJo/QuadrupedControl.git,1,0
bagel_magic,Wizard to manage Bagel models associated with robot modes of MARS simulation.,DFKI Robotics Innovation Center,Bremen,[],https://github.com/dfki-ric/bagel_magic.git,1,0
vdm,VDM (visualization-of-dynamical-model): RoboCup project visualizing acting forces on arbitrary urdf-robot-models in rviz.,,Hamburg,[],https://github.com/nalchevanidze/vdm.git,1,0
RelayRacingCode,Flag Carrying Race with Robots,Batu Kaan Özen,Ulm area,"['astaralgrotihm', 'globalcameraimageprocessing', 'rasspberry-pi', 'orangepi', 'opencv']",https://github.com/btknzn/RelayRacingCode.git,1,0
robot-react-app,A sample UI to control a robot,Florian Hiensch,"DE, Saarland",[],https://github.com/FHiensch/robot-react-app.git,1,0
robot-react-app,A sample UI to control a robot,Florian Hiensch,"DE, Saarland",[],https://github.com/FHiensch/robot-react-app.git,1,0
kdl_parser,Create PyKDL chains from URDF robot descriptions,Julian,Cologne,[],https://github.com/jvytee/kdl_parser.git,1,0
kdl_parser,Create PyKDL chains from URDF robot descriptions,Julian,Cologne,[],https://github.com/jvytee/kdl_parser.git,1,0
Trainable-Object-detection-System-,Trainable Object Detection system ( part for line following robot with camera),Batu Kaan Özen,Ulm area,[],https://github.com/btknzn/Trainable-Object-detection-System-.git,1,0
Nao_Kinect_RNN_Motion_Adaption,"Bachelor Project. Kinect user motion is mirrowed to humanoid Nao roboter. With C++ RNN impletation to learn motion trajectories. Requires Naoqi C++ SDK, OpenNi and Nite2",Christian Breiderhoff,Bonn,[],https://github.com/cbreider/Nao_Kinect_RNN_Motion_Adaption.git,1,1
imitation-learning,"An implementation of the paper ""Learning and Reproduction of Gestures by imitation"" from Calinon et al.  The algorithm proposed in the paper is tested on the Baxter Robot using rai for control.",Marc Tuscher,Stuttgart,"['baxter', 'imitation-learning', 'hmm', 'gmm', 'robotics', 'rai', 'ros']",https://github.com/marctuscher/imitation-learning.git,1,1
SpeedLimit_DL,A deep learning project to estimate the current speedlimit from a front camera video feed.,,Freiburg im Breisgau,[],https://github.com/ricardoschwarz/SpeedLimit_DL.git,1,0
Deep_Learning_Codes,Deep Learning Codes,Zhecheng Wang,01069 Dresden,[],https://github.com/ZhechengWang2018/Deep_Learning_Codes.git,1,0
painter-by-numbers,Deep Learning on Kubeflow,Iurii Mozzhorin,Frankfurt am Main,[],https://github.com/mozzhorin/painter-by-numbers.git,1,0
Feed-Forward-Neural-Network,A small C++ feed forward neural network using backpropagation written with the Eigen3 library.,Constantin Ruhdorfer,Stuttgart,[],https://github.com/ConstantinRuhdorfer/Feed-Forward-Neural-Network.git,1,0
Bachelor-Thesis-Textgeneration-TH.OHM,IT-Based textgeneration with the use of NLP methods. A text summarization task is conducted with the amazon fine food review dataset from Kaggle. This task is done by attention and lstm neural networks.,Tim Löhr,Erlangen,"['bachelor-thesis', 'prototype', 'textgeneration', 'nlp', 'attention-mechanism', 'lstm-neural-networks']",https://github.com/Mavengence/Bachelor-Thesis-Textgeneration-TH.OHM.git,1,1
